Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10
-1	400	455	510	565	620	675	730	785	840	895	950
-2	-9.69	-9.69	-9.43659	-9.63161	-9	-6.25	-3.5	-2.5	-2.5	-2.5	-2.5
-3	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
0.01980061375	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200333	-0.0199999	-0.0199999	-0.0199999	-0.180987
0.03857567393	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200339	-0.0199999	-0.0199999	-0.0199999	-0.181055
0.05797365544	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.020035	-0.0199999	-0.0199999	-0.0199999	-0.181154
0.08593858744	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200374	-0.0199999	-0.0199999	-0.02	-0.18133
0.1039412576	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200394	-0.0199999	-0.0199999	-0.02	-0.181459
0.125944521	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200423	-0.0199999	-0.0199999	-0.02	-0.18163
0.150881553	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200463	-0.0199999	-0.0199999	-0.02	-0.181838
0.1799747569	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200519	-0.0199999	-0.0199999	-0.02	-0.182097
0.2066435271	-0.02	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200579	-0.0199999	-0.0199999	-0.02	-0.182347
0.2310898999	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.0200641	-0.0199999	-0.0199999	-0.0200001	-0.182586
0.2555362726	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.020071	-0.0199999	-0.0199999	-0.0200001	-0.182833
0.2777602478	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.0200777	-0.0199999	-0.0199999	-0.0200001	-0.183063
0.299984223	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.0200849	-0.0199999	-0.0199999	-0.0200001	-0.183297
0.3222081983	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.0200924	-0.0199998	-0.0199999	-0.0200002	-0.183536
0.3419628429	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200001	-0.0200995	-0.0199998	-0.0199999	-0.0200002	-0.183752
0.3617174875	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200002	-0.0201069	-0.0199998	-0.0199999	-0.0200002	-0.183972
0.3814721322	-0.02	-0.02	-0.02	-0.02	-0.02	-0.0200002	-0.0201146	-0.0199998	-0.0199999	-0.0200002	-0.184195
0.4012267768	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200002	-0.0201225	-0.0199998	-0.0199999	-0.0200003	-0.184422
0.4209814215	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200002	-0.0201307	-0.0199998	-0.0199999	-0.0200003	-0.184652
0.4407360661	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200002	-0.0201391	-0.0199998	-0.0199999	-0.0200003	-0.184886
0.4604907107	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200003	-0.0201478	-0.0199997	-0.0199999	-0.0200004	-0.185123
0.4802453554	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200003	-0.0201567	-0.0199997	-0.0199999	-0.0200004	-0.185363
0.5	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200003	-0.0201658	-0.0199997	-0.0199999	-0.0200004	-0.185606
0.515625	-0.0200001	-0.02	-0.02	-0.02	-0.02	-0.0200003	-0.0201731	-0.0199997	-0.0199999	-0.0200005	-0.185801
0.5441176471	-0.0200002	-0.02	-0.02	-0.02	-0.02	-0.0200004	-0.0201867	-0.0199997	-0.0199999	-0.0200005	-0.186164
0.5571428571	-0.0200002	-0.02	-0.02	-0.02	-0.02	-0.0200004	-0.020193	-0.0199997	-0.0199999	-0.0200005	-0.186332
0.5817460317	-0.0200002	-0.02	-0.02	-0.02	-0.02	-0.0200004	-0.020205	-0.0199996	-0.0199999	-0.0200006	-0.186653
0.6040488365	-0.0200003	-0.02	-0.02	-0.02	-0.02	-0.0200005	-0.0202161	-0.0199996	-0.0199999	-0.0200006	-0.186949
0.624614167	-0.0200003	-0.02	-0.02	-0.02	-0.02	-0.0200005	-0.0202264	-0.0199996	-0.0199999	-0.0200007	-0.187225
0.6441113536	-0.0200003	-0.02	-0.02	-0.02	-0.02	-0.0200005	-0.0202362	-0.0199996	-0.0199999	-0.0200007	-0.18749
0.6625958747	-0.0200004	-0.02	-0.02	-0.02	-0.02	-0.0200006	-0.0202455	-0.0199995	-0.02	-0.0200007	-0.187744
0.6801203272	-0.0200004	-0.02	-0.02	-0.02	-0.02	-0.0200006	-0.0202544	-0.0199995	-0.02	-0.0200008	-0.187987
0.697177461	-0.0200005	-0.02	-0.02	-0.02	-0.02	-0.0200006	-0.0202631	-0.0199995	-0.02	-0.0200008	-0.188225
0.7219453538	-0.0200006	-0.02	-0.02	-0.02	-0.02	-0.0200007	-0.0202758	-0.0199995	-0.02	-0.0200009	-0.188575
0.7383015095	-0.0200006	-0.02	-0.02	-0.02	-0.02	-0.0200007	-0.0202843	-0.0199994	-0.02	-0.0200009	-0.188808
0.762835743	-0.0200007	-0.02	-0.02	-0.02	-0.02	-0.0200007	-0.0202969	-0.0199994	-0.02	-0.0200009	-0.189161
0.779776047	-0.0200008	-0.02	-0.02	-0.02	-0.02	-0.0200008	-0.0203057	-0.0199994	-0.02	-0.020001	-0.189406
0.7967163511	-0.0200009	-0.02	-0.02	-0.02	-0.02	-0.0200008	-0.0203145	-0.0199994	-0.02	-0.020001	-0.189654
0.8214209612	-0.020001	-0.02	-0.02	-0.02	-0.02	-0.0200009	-0.0203273	-0.0199993	-0.02	-0.0200011	-0.190018
0.8366119948	-0.0200011	-0.02	-0.02	-0.02	-0.02	-0.0200009	-0.0203352	-0.0199993	-0.02	-0.0200011	-0.190243
0.8576005725	-0.0200012	-0.02	-0.02	-0.02	-0.02	-0.0200009	-0.0203461	-0.0199993	-0.02	-0.0200011	-0.190557
0.8779433479	-0.0200013	-0.02	-0.02	-0.02	-0.02	-0.020001	-0.0203566	-0.0199992	-0.02	-0.0200012	-0.190865
0.8972154508	-0.0200014	-0.02	-0.02	-0.02	-0.02	-0.020001	-0.0203666	-0.0199992	-0.02	-0.0200012	-0.191158
0.9229115881	-0.0200016	-0.02	-0.02	-0.02	-0.0200001	-0.0200011	-0.0203798	-0.0199991	-0.02	-0.0200013	-0.191552
0.936927663	-0.0200017	-0.02	-0.02	-0.02	-0.0200001	-0.0200011	-0.020387	-0.0199991	-0.02	-0.0200013	-0.191769
0.9579517753	-0.0200019	-0.02	-0.02	-0.02	-0.0200001	-0.0200012	-0.0203977	-0.0199991	-0.02	-0.0200014	-0.192096
0.9789758877	-0.0200021	-0.02	-0.02	-0.02	-0.0200001	-0.0200012	-0.0204084	-0.019999	-0.02	-0.0200014	-0.192425
1	-0.0200023	-0.02	-0.02	-0.02	-0.0200001	-0.0200013	-0.020419	-0.019999	-0.02	-0.0200015	-0.192756
1.016447368	-0.0200025	-0.02	-0.02	-0.02	-0.0200001	-0.0200013	-0.0204273	-0.0199989	-0.02	-0.0200015	-0.193017
1.043330377	-0.0200028	-0.02	-0.02	-0.02	-0.0200001	-0.0200014	-0.0204407	-0.0199989	-0.02	-0.0200016	-0.193446
1.06123899	-0.020003	-0.02	-0.02	-0.02	-0.0200001	-0.0200014	-0.0204496	-0.0199988	-0.02	-0.0200016	-0.193734
1.07878943	-0.0200032	-0.02	-0.02	-0.02	-0.0200001	-0.0200015	-0.0204583	-0.0199988	-0.02	-0.0200017	-0.194017
1.095981698	-0.0200034	-0.02	-0.02	-0.02	-0.0200001	-0.0200015	-0.0204668	-0.0199988	-0.02	-0.0200017	-0.194296
1.119436817	-0.0200038	-0.02	-0.02	-0.02	-0.0200001	-0.0200016	-0.0204782	-0.0199987	-0.02	-0.0200018	-0.19468
1.141822887	-0.0200041	-0.02	-0.02	-0.02	-0.0200001	-0.0200017	-0.020489	-0.0199987	-0.02	-0.0200018	-0.195048
1.156442361	-0.0200043	-0.02	-0.02	-0.02	-0.0200001	-0.0200017	-0.020496	-0.0199986	-0.02	-0.0200019	-0.19529
1.178696449	-0.0200047	-0.02	-0.02	-0.02	-0.0200001	-0.0200018	-0.0205064	-0.0199986	-0.02	-0.0200019	-0.195661
1.202453063	-0.0200051	-0.02	-0.02	-0.02	-0.0200001	-0.0200018	-0.0205175	-0.0199985	-0.02	-0.020002	-0.196059
1.219987079	-0.0200054	-0.02	-0.02	-0.02	-0.0200001	-0.0200019	-0.0205255	-0.0199985	-0.02	-0.020002	-0.196354
1.239345997	-0.0200058	-0.02	-0.02	-0.02	-0.0200001	-0.020002	-0.0205343	-0.0199984	-0.02	-0.0200021	-0.196681
1.261560827	-0.0200062	-0.02	-0.02	-0.02	-0.0200001	-0.020002	-0.0205442	-0.0199983	-0.02	-0.0200021	-0.197058
1.286067075	-0.0200067	-0.02	-0.02	-0.02	-0.0200001	-0.0200021	-0.020555	-0.0199983	-0.02	-0.0200022	-0.197475
1.298651365	-0.020007	-0.02	-0.02	-0.02	-0.0200001	-0.0200021	-0.0205605	-0.0199982	-0.02	-0.0200022	-0.19769
1.324602967	-0.0200076	-0.02	-0.02	-0.02	-0.0200001	-0.0200022	-0.0205716	-0.0199982	-0.02	-0.0200023	-0.198134
1.337131326	-0.0200079	-0.02	-0.02	-0.02	-0.0200001	-0.0200023	-0.0205769	-0.0199981	-0.02	-0.0200023	-0.198349
1.362188045	-0.0200084	-0.02	-0.02	-0.02	-0.0200001	-0.0200023	-0.0205873	-0.0199981	-0.02	-0.0200024	-0.198781
1.374716405	-0.0200088	-0.02	-0.02	-0.02	-0.0200001	-0.0200024	-0.0205924	-0.019998	-0.02	-0.0200024	-0.198997
1.399773124	-0.0200094	-0.02	-0.02	-0.02	-0.0200001	-0.0200025	-0.0206024	-0.0199979	-0.02	-0.0200025	-0.199432
1.424829843	-0.0200101	-0.02	-0.02	-0.02	-0.0200001	-0.0200025	-0.0206122	-0.0199979	-0.02	-0.0200026	-0.199868
1.437358202	-0.0200104	-0.02	-0.02	-0.02	-0.0200001	-0.0200026	-0.020617	-0.0199978	-0.02	-0.0200026	-0.200087
1.462414921	-0.0200111	-0.02	-0.02	-0.02	-0.0200002	-0.0200027	-0.0206263	-0.0199977	-0.02	-0.0200027	-0.200526
1.474943281	-0.0200115	-0.02	-0.02	-0.02	-0.0200002	-0.0200027	-0.0206308	-0.0199977	-0.02	-0.0200027	-0.200746
1.5	-0.0200122	-0.0200001	-0.02	-0.02	-0.0200002	-0.0200028	-0.0206397	-0.0199976	-0.02	-0.0200028	-0.201187
1.523809524	-0.020013	-0.0200001	-0.02	-0.02	-0.0200002	-0.0200029	-0.0206478	-0.0199975	-0.02	-0.0200028	-0.201608
1.535714286	-0.0200134	-0.0200001	-0.02	-0.02	-0.0200002	-0.0200029	-0.0206518	-0.0199975	-0.02	-0.0200029	-0.201818
