Time	gauge_0	gauge_1	gauge_2	gauge_3	gauge_4	gauge_5	gauge_6	gauge_7	gauge_8	gauge_9	gauge_10
-1	400	455	510	565	620	675	730	785	840	895	950
-2	-9.69	-9.69	-9.43659	-9.63161	-9	-6.25	-3.5	-2.5	-2.5	-2.5	-2.5
-3	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05
0.01980061375	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.187833
0.0372914591	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.17	-0.17	-0.17	-0.187962
0.05995284462	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.17	-0.17	-0.17	-0.188129
0.08006726952	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.17	-0.17	-0.17	-0.188254
0.09888521908	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.17	-0.17	-0.17	-0.188349
0.1209190211	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170005	-0.17	-0.17	-0.17	-0.188435
0.1419274898	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170006	-0.17	-0.17	-0.17	-0.188494
0.1580637401	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170008	-0.17	-0.17	-0.17	-0.188524
0.180237363	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17001	-0.17	-0.17	-0.17	-0.188545
0.2008606403	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170012	-0.17	-0.17	-0.17	-0.188546
0.2207621131	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170015	-0.17	-0.17	-0.17	-0.18853
0.2404730227	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170017	-0.17	-0.17	-0.17	-0.188498
0.2598896581	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17002	-0.17	-0.17	-0.17	-0.188453
0.2813485967	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170024	-0.17	-0.17	-0.17	-0.188388
0.2991535435	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170027	-0.17	-0.17	-0.17	-0.188323
0.319529271	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170031	-0.17	-0.17	-0.17	-0.188235
0.3399049985	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170035	-0.17	-0.17	-0.17	-0.188135
0.3601127941	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170039	-0.17	-0.17	-0.17	-0.188024
0.3795184235	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170043	-0.17	-0.17	-0.17	-0.187907
0.4012187984	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170048	-0.17	-0.17	-0.17	-0.187765
0.4199071338	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170053	-0.17	-0.17	-0.17	-0.187634
0.4412652315	-0.17	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170059	-0.17	-0.17	-0.17	-0.187475
0.4593179092	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170063	-0.17	-0.17	-0.17	-0.187333
0.4796589546	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170069	-0.17	-0.17	-0.17	-0.187166
0.5	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170075	-0.17	-0.17	-0.17	-0.186992
0.5207026371	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170082	-0.17	-0.17	-0.17	-0.186809
0.5406604206	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170088	-0.17	-0.17	-0.17	-0.186627
0.5601072863	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170095	-0.17	-0.17	-0.17	-0.186445
0.5791699507	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170102	-0.17	-0.17	-0.17	-0.186264
0.6003531579	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170109	-0.17	-0.17	-0.17	-0.186058
0.620016485	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170117	-0.17	-0.17	-0.17	-0.185866
0.640889636	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170125	-0.17	-0.17	-0.170001	-0.185659
0.660925502	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170133	-0.17	-0.17	-0.170001	-0.185461
0.679066699	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.17014	-0.17	-0.17	-0.170001	-0.185281
0.6999404096	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170149	-0.17	-0.17	-0.170001	-0.185076
0.7206532812	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170159	-0.17	-0.17	-0.170001	-0.184874
0.741036035	-0.170003	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170168	-0.17	-0.17	-0.170001	-0.184677
0.7612443539	-0.170003	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170178	-0.17	-0.17	-0.170001	-0.184485
0.7788368752	-0.170003	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170186	-0.17	-0.17	-0.170001	-0.184322
0.7988528561	-0.170003	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170196	-0.17	-0.17	-0.170001	-0.18414
0.8207996405	-0.170004	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170207	-0.17	-0.17	-0.170001	-0.183947
0.8397506922	-0.170004	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170217	-0.17	-0.17	-0.170001	-0.183786
0.8605098556	-0.170004	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170229	-0.17	-0.17	-0.170001	-0.183616
0.8807495753	-0.170004	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.17024	-0.17	-0.17	-0.170001	-0.183458
0.9004894415	-0.170005	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170251	-0.17	-0.17	-0.170001	-0.183311
0.9197528726	-0.170005	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170261	-0.169999	-0.17	-0.170001	-0.183175
0.940614566	-0.170005	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170273	-0.169999	-0.17	-0.170001	-0.183036
0.9590445283	-0.170005	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170284	-0.169999	-0.17	-0.170001	-0.182921
0.9807268368	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170296	-0.169999	-0.17	-0.170001	-0.182796
1	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170306	-0.169999	-0.17	-0.170001	-0.182693
1.020723778	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170318	-0.169999	-0.17	-0.170001	-0.182593
1.039156148	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170328	-0.169999	-0.17	-0.170001	-0.182512
1.059593583	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170001	-0.170339	-0.169999	-0.17	-0.170001	-0.182431
1.080256178	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170349	-0.169999	-0.17	-0.170001	-0.182361
1.1007754	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170359	-0.169999	-0.17	-0.170001	-0.182303
1.119205148	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170368	-0.169999	-0.17	-0.170001	-0.18226
1.139148928	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170377	-0.169999	-0.17	-0.170001	-0.182223
1.160467454	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170387	-0.169999	-0.17	-0.170001	-0.182195
1.179582134	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170395	-0.169999	-0.17	-0.170001	-0.182179
1.2003651	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170403	-0.169999	-0.17	-0.170001	-0.182172
1.220011024	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170411	-0.169999	-0.17	-0.170001	-0.182176
1.239942236	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170419	-0.169999	-0.17	-0.170001	-0.182189
1.260051346	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170426	-0.169999	-0.17	-0.170001	-0.182211
1.280287626	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170434	-0.169999	-0.17	-0.170001	-0.182243
1.300597173	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170442	-0.169999	-0.17	-0.170001	-0.182284
1.31920107	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170449	-0.169999	-0.17	-0.170001	-0.182329
1.339826937	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170458	-0.169999	-0.17	-0.170001	-0.182386
1.360653106	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170466	-0.169999	-0.17	-0.170001	-0.182452
1.379741721	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170474	-0.169999	-0.17	-0.170001	-0.182519
1.399138218	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170002	-0.170483	-0.169999	-0.17	-0.170001	-0.182593
1.420474364	-0.170009	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170492	-0.169998	-0.17	-0.170001	-0.182681
1.440279208	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170501	-0.169998	-0.17	-0.170001	-0.182768
1.460186139	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.17051	-0.169998	-0.17	-0.170001	-0.18286
1.480093069	-0.170008	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.17052	-0.169998	-0.17	-0.170001	-0.182957
1.5	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170529	-0.169998	-0.17	-0.170001	-0.183056
1.52	-0.170007	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170539	-0.169998	-0.17	-0.170001	-0.18316
1.539915752	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170548	-0.169998	-0.17	-0.170001	-0.183265
1.559729342	-0.170006	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170558	-0.169998	-0.17	-0.170001	-0.183371
1.579436195	-0.170005	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170567	-0.169998	-0.17	-0.170001	-0.183479
1.600896581	-0.170004	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170578	-0.169998	-0.17	-0.170001	-0.183596
1.620194928	-0.170003	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170587	-0.169998	-0.17	-0.170001	-0.183702
1.639337247	-0.170002	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170597	-0.169998	-0.17	-0.170001	-0.183806
1.660145369	-0.170001	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170607	-0.169998	-0.17	-0.170002	-0.183918
1.680705635	-0.17	-0.17	-0.17	-0.17	-0.17	-0.170003	-0.170617	-0.169998	-0.17	-0.170002	-0.184027
